1; 0.8146
2; 0.8656
3; 0.8795
4; 0.8861
5; 0.8923
6; 0.8968
7; 0.9012
8; 0.9044
9; 0.9066
10; 0.9091
11; 0.9110
12; 0.9138
13; 0.9153
14; 0.9167
15; 0.9177
16; 0.9193
17; 0.9205
18; 0.9209
19; 0.9222
20; 0.9238
21; 0.9241
22; 0.9253
23; 0.9269
24; 0.9263
25; 0.9279
26; 0.9280
27; 0.9285
28; 0.9297
29; 0.9300
30; 0.9317
31; 0.9317
32; 0.9324
33; 0.9326
34; 0.9332
35; 0.9342
36; 0.9336
37; 0.9343
38; 0.9350
39; 0.9353
40; 0.9358
41; 0.9361
42; 0.9366
43; 0.9374
44; 0.9377
45; 0.9379
46; 0.9379
47; 0.9380
48; 0.9386
49; 0.9389
50; 0.9383
51; 0.9395
52; 0.9397
53; 0.9399
54; 0.9404
55; 0.9408
56; 0.9408
57; 0.9410
58; 0.9409
59; 0.9411
60; 0.9417
61; 0.9419
62; 0.9417
63; 0.9426
64; 0.9420
65; 0.9429
66; 0.9431
67; 0.9435
68; 0.9435
69; 0.9432
70; 0.9441
71; 0.9435
72; 0.9438
73; 0.9441
74; 0.9441
75; 0.9442
76; 0.9447
77; 0.9446
78; 0.9450
79; 0.9453
80; 0.9454
81; 0.9453
82; 0.9465
83; 0.9456
84; 0.9465
85; 0.9452
86; 0.9459
87; 0.9467
88; 0.9468
89; 0.9467
90; 0.9467
91; 0.9470
92; 0.9474
93; 0.9475
94; 0.9476
95; 0.9472
96; 0.9477
97; 0.9478
98; 0.9476
99; 0.9482
100; 0.9478
101; 0.9480
102; 0.9485
103; 0.9486
104; 0.9488
105; 0.9492
106; 0.9491
107; 0.9495
108; 0.9499
109; 0.9497
110; 0.9501
111; 0.9503
112; 0.9507
113; 0.9506
114; 0.9512
115; 0.9512
116; 0.9516
117; 0.9515
118; 0.9519
119; 0.9517
120; 0.9523
121; 0.9522
122; 0.9519
123; 0.9520
124; 0.9526
125; 0.9529
126; 0.9533
127; 0.9532
128; 0.9528
129; 0.9529
130; 0.9532
131; 0.9533
132; 0.9534
133; 0.9532
134; 0.9535
135; 0.9536
136; 0.9532
137; 0.9533
138; 0.9540
139; 0.9536
140; 0.9537
141; 0.9536
142; 0.9537
143; 0.9538
144; 0.9538
145; 0.9541
146; 0.9539
147; 0.9537
148; 0.9538
149; 0.9539
150; 0.9545
151; 0.9539
152; 0.9538
153; 0.9540
154; 0.9539
155; 0.9545
156; 0.9542
157; 0.9539
158; 0.9543
159; 0.9550
160; 0.9547
161; 0.9545
162; 0.9551
163; 0.9542
164; 0.9542
165; 0.9546
166; 0.9553
167; 0.9541
168; 0.9545
169; 0.9547
170; 0.9548
171; 0.9547
172; 0.9548
173; 0.9551
174; 0.9550
175; 0.9545
176; 0.9546
177; 0.9548
178; 0.9546
179; 0.9549
180; 0.9551
181; 0.9551
182; 0.9550
183; 0.9554
184; 0.9554
185; 0.9550
186; 0.9556
187; 0.9551
188; 0.9549
189; 0.9552
190; 0.9551
191; 0.9558
192; 0.9553
193; 0.9549
194; 0.9554
195; 0.9551
196; 0.9554
197; 0.9559
198; 0.9556
199; 0.9556
200; 0.9555
201; 0.9558
202; 0.9556
203; 0.9562
204; 0.9557
205; 0.9558
206; 0.9562
207; 0.9558
208; 0.9559
209; 0.9556
210; 0.9554
211; 0.9554
212; 0.9555
213; 0.9558
214; 0.9560
215; 0.9551
216; 0.9557
217; 0.9562
218; 0.9556
219; 0.9555
220; 0.9559
221; 0.9559
222; 0.9563
223; 0.9561
224; 0.9563
225; 0.9558
226; 0.9554
227; 0.9552
228; 0.9558
229; 0.9564
230; 0.9558
231; 0.9557
232; 0.9562
233; 0.9563
234; 0.9570
235; 0.9562
236; 0.9565
237; 0.9561
238; 0.9559
239; 0.9558
240; 0.9555
241; 0.9565
242; 0.9561
243; 0.9556
244; 0.9551
245; 0.9556
246; 0.9560
247; 0.9555
248; 0.9564
249; 0.9564
250; 0.9564
251; 0.9562
252; 0.9558
253; 0.9572
254; 0.9566
255; 0.9556
256; 0.9552
257; 0.9558
258; 0.9559
259; 0.9555
260; 0.9556
261; 0.9555
262; 0.9552
263; 0.9556
264; 0.9566
265; 0.9564
266; 0.9560
267; 0.9563
268; 0.9567
269; 0.9565
270; 0.9560
271; 0.9570
272; 0.9565
273; 0.9560
274; 0.9572
275; 0.9573
276; 0.9570
277; 0.9571
278; 0.9570
279; 0.9565
280; 0.9565
281; 0.9560
282; 0.9567
283; 0.9575
284; 0.9573
285; 0.9568
286; 0.9569
287; 0.9572
288; 0.9568
289; 0.9573
290; 0.9572
291; 0.9577
292; 0.9578
293; 0.9572
294; 0.9576
295; 0.9577
296; 0.9576
297; 0.9577
298; 0.9569
299; 0.9578
300; 0.9581
301; 0.9580
302; 0.9578
303; 0.9573
304; 0.9581
305; 0.9557
306; 0.9581
307; 0.9579
308; 0.9573
309; 0.9577
310; 0.9575
311; 0.9577
312; 0.9575
313; 0.9575
314; 0.9572
315; 0.9583
316; 0.9574
317; 0.9570
318; 0.9577
319; 0.9578
320; 0.9582
321; 0.9578
322; 0.9581
323; 0.9578
324; 0.9579
325; 0.9584
326; 0.9567
327; 0.9557
328; 0.9566
329; 0.9578
330; 0.9576
331; 0.9569
332; 0.9573
333; 0.9585
334; 0.9579
335; 0.9581
336; 0.9583
337; 0.9581
338; 0.9585
339; 0.9567
340; 0.9583
341; 0.9584
342; 0.9582
343; 0.9583
344; 0.9582
345; 0.9585
346; 0.9587
347; 0.9590
348; 0.9588
349; 0.9584
350; 0.9585
351; 0.9583
352; 0.9583
353; 0.9564
354; 0.9566
355; 0.9576
356; 0.9582
357; 0.9589
358; 0.9578
359; 0.9581
360; 0.9578
361; 0.9585
362; 0.9589
363; 0.9585
364; 0.9591
365; 0.9587
366; 0.9585
367; 0.9588
368; 0.9588
369; 0.9592
370; 0.9587
371; 0.9597
372; 0.9587
373; 0.9586
374; 0.9589
375; 0.9587
376; 0.9589
377; 0.9590
378; 0.9592
379; 0.9590
380; 0.9593
381; 0.9598
382; 0.9592
383; 0.9594
384; 0.9588
385; 0.9595
386; 0.9594
387; 0.9597
388; 0.9596
389; 0.9594
390; 0.9597
391; 0.9588
392; 0.9594
393; 0.9596
394; 0.9587
395; 0.9595
396; 0.9601
397; 0.9597
398; 0.9601
399; 0.9597
400; 0.9597
401; 0.9597
402; 0.9599
403; 0.9595
404; 0.9572
405; 0.9587
406; 0.9592
407; 0.9599
408; 0.9597
409; 0.9601
410; 0.9601
411; 0.9597
412; 0.9593
413; 0.9595
414; 0.9597
415; 0.9602
416; 0.9594
417; 0.9596
418; 0.9590
419; 0.9586
420; 0.9573
421; 0.9594
422; 0.9592
423; 0.9591
424; 0.9589
425; 0.9598
426; 0.9574
427; 0.9585
428; 0.9557
429; 0.9592
430; 0.9597
431; 0.9597
432; 0.9583
433; 0.9599
434; 0.9603
435; 0.9599
